,i
0,236.56020867990082
1,185.27825257998757
2,1146.4558746267705
3,324.5299437240488
4,187.49230259206809
5,104.33248194857389
6,113.51090359541384
7,208.14616898181995
8,25.754339510655264
9,192.08510820129825
10,217.6132253742447
11,172.8915575941881
12,249.74230151535906
13,129.4323662525223
14,222.40404583636163
15,148.21632483922085
16,185.0056973031065
17,203.3703813179507
18,223.46145382060874
19,177.8441419793587
20,341.87455153158663
21,213.3438321912287
22,552.0440947968673
23,320.037485761926
24,135.8440154588489
25,367.2584656561511
26,839.176268366105
27,632.972186065055
28,160.68976048453544
29,61.011181813276735
30,128.90252580251195
31,719.1075814442596
32,119.00333331550644
33,166.98941683001476
34,174.5477517654659
35,423.28248020502747
36,243.18918546095986
37,199.00949287473986
38,168.18174444358561
39,298.5303207359225
40,450.3567904367748
41,149.49452526617802
42,228.88428769185995
43,136.630939761778
44,215.04726264272873
45,115.40962187403251
46,171.85231178425784
47,225.43092989607237
48,139.37569818980006
49,166.5985383518133
50,105.59148299940708
51,157.18856263024105
52,369.51185013883907
53,283.67511640579863
54,251.53521738830995
55,285.56009875971205
56,280.7994112773207
57,308.45898979263046
58,111.62596901679314
59,171.40397436493518
60,175.68876976254415
61,113.56136512141931
62,2577.602026702319
63,335.9111420513141
64,207.15941250247715
65,112.43286922170688
66,232.98121514320465
67,23.027934637597838
68,235.64522844076313
69,160.36601926360606
70,132.01024869196013
71,117.0839481440358
72,735.1119772809825
73,2409.6718236057236
74,137.90779666926124
75,126.00977890503805
76,48.88668237382815
77,161.6350933022508
78,191.8898284692617
79,1355.0175790861151
80,304.64570359322954
81,162.35137713583035
82,147.03090963634003
83,189.55124324288758
84,40.594552348648264
85,108.14479680120915
86,183.34912969467476
87,1235.351830628041
88,30.89041943237349
89,152.89631444265945
90,52.446042341325814
91,177.12110293900258
92,31.04824756208761
93,101.13649093916902
94,1293.1827275679536
95,151.55814039133298
96,235.265927440932
97,148.41147520633024
98,85.3628615448057
99,856.693282685789
100,288.1239495823458
101,128.26169298325863
102,171.79405522530047
103,128.97297016143872
104,148.66537205328518
105,333.4113583730722
106,253.56184696177814
107,1504.5934700856303
108,129.7722873496703
109,130.66926405733824
110,241.4977560113881
111,429.8693998350492
112,175.99798846169222
113,296.1806936493925
114,137.53545104669988
115,305.5600921803328
116,1127.4894088536041
117,115.43983466800601
118,116.28635594308687
119,1886.6191931678648
120,105.0822298779466
121,117.98169179553337
122,690.4638959024543
123,137.03092416783383
124,216.34164115718673
125,133.7168885599781
126,246.4223171009095
127,83.33293818680475
128,335.7270793663935
129,149.42258416268675
130,358.4035458255005
131,105.0143185085513
132,493.2690259785928
133,83.24324713611578
134,201.9686721966787
135,102.07662050780968
136,190.19166526290314
137,175.34836332620355
138,526.7780851238556
139,430.49361953830163
140,229.361258954049
141,48.830634333398855
142,249.81909116386635
143,106.12128593656233
144,194.91940891948212
145,53.57627528020819
146,225.40083423649256
147,197.39079105167377
148,252.94877235636935
149,10.252933196920067
150,446.98726426185306
151,365.10796625827834
152,160.6378277010692
153,393.4909393641228
154,127.03910403772967
155,59.53157308829618
156,157.1592946916466
157,1083.7682282532012
158,240.1908061011751
159,531.6944451816913
160,185.50492828653304
161,191.1237867353106
162,565.3176236526032
163,138.48559961765622
164,1007.538053288088
165,150.60823103831925
166,84.3309776819605
167,311.2847541143672
168,110.2026325762977
169,138.97863513114228
170,1205.8375439270433
171,318.0154095253864
172,119.45638399740817
173,215.42915977424232
174,251.65809009079913
175,2650.6146979771083
176,325.29079414400263
177,160.05502030591424
178,24.66605261821494
179,223.74113291887974
180,141.66698785269963
181,584.6027494545542
182,95.08331010706358
183,4492.686843489736
184,312.30848563741597
185,232.9136927740909
186,205.54770962622638
187,544.0388664442767
188,151.70011660129057
189,285.23621483165147
190,208.44622398967374
191,173.90806218020847
192,15.537766622176346
193,129.87195078934099
194,184.15484514665397
195,171.01477923415717
196,429.50179137957423
197,518.198920809977
198,196.43569677114945
199,470.5433977185408
200,613.480114265961
201,304.8630646513476
202,251.5325661209625
203,140.24761709193623
204,1183.5743367195846
205,1979.2587665476929
206,269.6249543127833
207,234.5651906685476
208,328.92363112830003
209,37.28359965831679
210,86.63886450422517
211,237.87163905426561
212,136.80843274663712
213,234.93923463350623
214,412.4662140729782
215,69.49444925502796
216,161.64048843666978
217,145.5820915095302
218,204.22712190350032
219,984.9534917949887
220,204.44860456392328
221,190.20937423407884
222,200.73313289104615
223,160.20720771372464
224,253.6349097227125
225,201.9154584530979
226,142.10517949454177
227,63.85239605715633
228,473.94227300390907
229,216.88770737193266
230,357.14651670229944
231,166.79855135130526
232,123.44688816955018
233,127.73013735573296
234,314.5715669199102
235,2347.333748469458
236,530.3753443066613
237,228.35575030307598
238,265.54944584629
239,109.07493397887082
240,465.3227174361868
241,293.6658444851571
242,125.40315266029133
243,44.540546089702744
244,749.7372723626166
245,1731.5843329861361
246,272.98453528178624
247,84.72998969989763
248,153.4975413795911
249,298.88295122208825
250,108.93246514348066
251,197.52329894286348
252,113.27465148986876
253,100.48459837446406
254,234.22095431417392
255,68.82259790930156
256,61.710545965297996
257,353.88142816169403
258,222.82405860177482
259,19.94084436881022
260,168.32332475572312
261,296.2811305825506
262,253.75301294811223
263,1068.8107200394932
264,261.4909779436744
265,375.23235251561977
266,122.24098510841597
267,134.47542562712957
268,211.56170381437047
269,311.3197541108989
270,164.3099265696344
271,194.9550239942921
272,1269.3291771767113
273,1377.613028882893
274,74.43030001872316
275,250.34408623711067
276,150.03518874330283
277,572.9420543967939
278,157.29684613821547
279,2235.49797754457
280,66.6195084029762
281,92.99050631211391
282,1479.5253807239826
283,512.9674001452346
284,247.45172875270728
285,124.92908450352986
286,2088.1052922731506
287,1570.9194391865126
288,153.0648181745012
289,404.4961682236449
290,99.74136763674804
291,118.74146427921875
292,296.62120351037595
293,205.5950181801768
294,309.3750409265864
295,964.4258513027733
296,413.72820801328686
297,490.75209902119434
298,92.60138363269797
299,250.8529974113486
300,491.3326491782349
301,306.36687343491946
302,360.74262606622347
303,97.47820311789373
304,526.6975807406668
305,132.69008863108652
306,515.0731848433333
307,126.39487810095976
308,303.9080480937026
309,181.8226670865241
310,1256.0687502763178
311,261.7865196338872
312,303.8936335324453
313,191.26552723028922
314,127.84934284068201
315,50.39496282816503
316,213.5354349244449
317,158.31925430445997
318,168.7141005295749
319,244.69120568491988
320,170.3781599467426
321,282.17163192971793
322,360.46705948195205
323,580.3164749636124
324,246.06413793773677
325,134.02873549217827
326,160.69371257923066
327,53.48421176225108
328,1745.61244174011
329,119.77347223451024
330,147.7110162304478
331,174.68395028141197
332,352.96316399732694
333,130.19495638484432
334,277.34267933035284
335,904.3967478686677
336,177.71890380182006
337,564.4106475041784
338,55.090092305174046
339,383.83222379791425
340,437.3725116572502
341,155.22870311088678
342,213.8271058708376
343,202.37391074114933
344,260.629245057166
345,168.79058535366664
346,63.34493980499064
347,201.2458118022889
348,193.60893599570076
349,720.3011071616795
350,724.1708640880528
351,291.91447386698223
352,1025.9960153643196
353,258.5979118749829
354,190.65464437170206
355,157.7783934380929
356,280.39274212603345
357,423.22002289169376
358,109.31759716486752
359,261.8187138448015
360,991.2580340689321
361,499.52142623831617
362,272.3096694814751
363,355.1525446457454
364,112.30337431847545
365,161.5286472290097
366,356.61549468686775
367,200.18483115016465
368,74.85935958934893
369,111.75114905608646
370,196.8104711324163
371,446.05772594056185
372,2495.8177774677133
373,94.5004777706122
374,400.5370675665679
375,159.52812598943743
376,130.3382124697505
377,119.04557034017331
378,52.51011436434375
379,153.22704717819525
380,232.51019468722978
381,123.28044951614828
382,196.19428568353527
383,130.5978931915946
384,212.56868274731525
385,1142.595476296106
386,184.97872380353158
387,158.49095025411003
388,117.89674483475225
389,501.4178400905205
390,140.25821172969492
391,64.68322577833936
392,161.62657503559032
393,403.98841405945893
394,144.1817397321165
395,173.70471147943317
396,198.19761901014326
397,195.4474517675447
398,148.2142418417716
399,208.16591540971305
400,2252.1243173391676
401,149.3871514602963
402,118.12188435893843
403,217.6132253742447
404,581.5676811949229
405,130.82200467936073
406,175.4444982302175
407,164.18441236101305
408,241.30988766697888
409,213.36182278106537
410,129.86008751335638
411,147.8847163008435
412,151.7944857389091
413,48.46000979757441
414,122.0525845298879
415,50.66899884750847
416,202.6699170956745
417,137.86153140034378
418,129.87149448945567
419,163.94375138564436
420,61.79657417381002
421,240.76915235515796
422,327.9462404450059
423,266.4087256469033
424,1575.285800041271
425,411.2413005401206
426,1778.825743664504
427,353.53532444141797
428,1205.041313106658
429,184.0940351405449
430,407.34568290329247
431,78.8686934475922
432,128.1087908612947
433,218.80001452072872
434,361.73386932402724
435,253.3605877854996
436,782.5316940219418
437,286.7414197218257
438,137.59514242377568
439,201.74278780046026
440,279.6293066439895
441,128.728279241169
442,1202.134038991258
443,102.02642287125107
444,192.2407320866347
445,197.29060200306563
446,1779.6571671346703
447,510.1527587775781
448,297.2769301511115
449,1145.4915663182394
450,339.31310251650325
451,491.9017880044797
452,305.6513596830929
453,64.38970271432541
454,4101.525805040469
455,276.2534576538698
456,308.6893748242817
457,533.5705078164468
458,186.29197031281907
459,607.0146909062693
460,456.51414368148824
461,158.1271867633354
462,153.79850046720338
463,151.91559875211402
464,384.21068736463764
465,155.40441831791608
466,225.25081190087948
467,278.1971098251965
468,211.40677941889598
469,1151.524241477221
470,256.0195955013979
471,95.15499555571579
472,90.00238996325244
473,378.15595399784524
474,101.21896334013697
475,98.61741092256749
476,536.0357680534694
477,100.20097131177967
478,593.888866041131
479,575.6458508710166
480,106.83939707631166
481,174.13153347198914
482,123.70739852971974
483,230.67816256837844
484,819.0005499928961
485,215.6449851777636
486,152.50841461753654
487,185.0531542086973
488,408.6279008434429
489,394.88490606284444
490,224.0274588713576
491,168.149248037034
492,176.3285042367743
493,197.07514267925592
494,373.27705429193753
495,246.0425254372309
496,138.3929401028017
497,214.32954646630625
498,8431.33500300908
499,156.67771021294678
500,104.97337146299212
501,1634.2817012419837
502,842.7070339824854
503,103.95906849673138
504,743.0866738432861
505,148.88438980372896
506,920.7969298730864
507,498.82866169963563
508,3952.6871262628356
509,343.78552023345156
510,1279.8709505823354
511,84.33571851961038
512,230.56553336885707
513,422.657579125486
514,855.7156030958298
515,208.79365598899076
516,249.17041394058592
517,81.5590600910063
518,204.34483320219263
519,552.1963734670483
520,548.0725958140482
521,1113.5450915420668
522,85.91695389830183
523,2716.7655921746905
524,214.04132627376129
525,696.1957495502464
526,365.06050594915644
527,297.233587706709
528,120.02580886602377
529,202.6300448817265
530,207.44856960062492
531,316.75532252978644
532,122.31874743993677
533,136.79329242339978
534,172.18290646220612
535,794.8836088191058
536,873.2464404334795
537,539.1939857321315
538,65.47067178348767
539,136.57430581907343
540,166.58507611476895
541,242.18729154963336
542,109.65052752374145
543,136.00352166377053
544,80.25544950553423
545,133.68024842074288
546,245.19939392929925
547,92.42277528084979
548,130.5864224138684
549,434.71674933955967
550,1211.6600295426936
551,238.84015482859283
552,362.78837687366774
553,188.55324204225715
554,557.1561284519393
555,434.3343133462489
556,200.86435580561147
557,54.425872899720936
558,83.15146146707086
559,134.76181366555582
560,289.22948709848936
561,150.91147824750823
562,327.2999021993062
563,88.48373523260511
564,191.26149524319942
565,115.79547886708211
566,96.34741590089403
567,433.4805829389456
568,179.1035905088461
569,126.29411119705905
570,101.66197733989266
571,240.86983957659095
572,1367.7623152763538
573,196.21703462688743
574,684.1936352724331
575,138.22990306451862
576,748.8540268423925
577,321.0584163234072
578,200.42692727859438
579,5358.832389385666
580,303.8071605212935
581,181.29289392662156
582,111.89396264352189
583,598.2922039441518
584,83.04197742025582
585,288.8786037100362
586,288.9131145866993
587,665.8534362103975
588,132.71549907928699
589,186.8196131968739
590,2731.644298845999
