,i
0,486.0008257140175
1,113.03213961018292
2,113.2889799150279
3,247.07989952707155
4,318.75034741785925
5,450.2120320413817
6,2401.667560915682
7,1195.439247476492
8,176.7276190774146
9,568.2648917143005
10,340.1665720958739
11,190.57896537228217
12,299.738968413207
13,375.9799506782318
14,323.00449852547854
15,259.514467335003
16,1886.3408136657602
17,204.80880142459
18,540.9758022753101
19,427.3350123769378
20,472.69004960530987
21,92.81147351485667
22,141.00405802853348
23,103.75235638760124
24,158.56781454123066
25,190.6469411532529
26,199.4010873684829
27,80.11937117493895
28,327.5702537089319
29,177.6037376117797
30,171.634479148388
31,176.56594172759455
32,273.98288404808414
33,322.7583266040532
34,1926.156237982644
35,388.8299578947143
36,164.870281031987
37,688.4871789747325
38,244.98626542365113
39,146.05676632614143
40,286.2034396711483
41,674.1276021184423
42,169.14173325985735
43,761.1796444501354
44,172.16173420631551
45,241.07515186816312
46,402.9698616415498
47,174.10155759628827
48,64.78807859858111
49,478.7640191949384
50,484.1882376075621
51,452.8884605838424
52,1211.9516777918036
53,81.49403804190193
54,161.63651305700733
55,180.6243594132869
56,181.8824072944341
57,103.45314469605547
58,114.86128993390106
59,1301.7094323293707
60,443.398296305686
61,180.32253391790786
62,196.82568443224744
63,94.54879964454972
64,494.96168039068084
65,218.49119660174662
66,198.72860762168415
67,277.0071898669231
68,194.26511504698956
69,136.46782083439714
70,86.54181443758536
71,179.6257038755396
72,112.02180470123412
73,862.6859109551195
74,800.6815515445361
75,348.77488987006143
76,168.19563118672
77,719.6535255506726
78,394.93763134110844
79,181.549454279135
80,121.28057378616361
81,93.09691417572492
82,556.0736778739898
83,208.36201859890306
84,591.9764453558327
85,318.15063596440206
86,511.430548284399
87,289.58791879740886
88,1581.2996466022564
89,163.0350301134587
90,258.3495359741644
91,296.21087319018477
92,374.95823253813836
93,330.33946640578176
94,403.33956038462645
95,52.330449993424196
96,176.08550857323456
97,265.9308495591343
98,93.47645927385604
99,559.0778331013348
100,124.84417962119932
101,363.38540127293095
102,216.42222771717303
103,1542.9644134424354
104,227.14625777668877
105,296.50137833976646
106,210.11202623331224
107,353.48440060098
108,205.7756852922621
109,396.1035452934693
110,1115.6303961682322
111,397.50397407176285
112,275.2724638479269
113,410.8860130471226
114,228.7435999432738
115,260.5161791576753
116,701.775438693558
117,330.74652008172257
118,779.4748502192105
119,207.31923666202468
120,761.0459372539535
121,271.14064467703014
122,614.7974236146637
123,527.7348999605563
124,297.3124443336739
125,554.2908182418881
126,601.1430880614604
127,1237.828318611094
128,156.2579805705688
129,2462.829632920228
130,92.38121991783224
131,230.11111949250264
132,199.77871163580153
133,131.18193635334273
134,128.7909356019911
135,323.30651381054156
136,9.137920277477367
137,518.0723993940211
138,346.07114390733966
139,701.85187844525
140,336.06283358301005
141,338.1135255880296
142,399.8509065622487
143,234.61340762799716
144,122.06137581246529
145,177.84664139432243
146,207.160140351312
147,665.6850168672095
148,1640.0942976924168
149,171.77926784364544
150,107.71723587684644
151,271.3360069301765
152,365.1130974720708
153,40.031688982165285
154,425.69410826525854
155,264.64923167871524
156,263.0602818256248
157,253.14614669695433
158,426.5092756000248
159,128.17092053410977
160,521.5387404062486
161,171.30252998262927
162,141.641107625215
163,228.67409193811903
164,1195.1725686424397
165,533.7130026609487
166,205.45781726901652
167,128.2643968703613
168,242.0835019435047
169,1666.1522132872926
170,145.39602534056627
171,92.82680100842026
172,661.8696151716108
173,167.35533851808862
174,165.58053865042697
175,219.27060830536345
176,222.1912137689689
177,412.631454370332
178,250.85520082973372
179,674.9784388691406
180,140.4900155260438
181,313.1116320939698
182,148.02767203153334
183,202.4642321909671
184,193.37575475196147
185,328.77862751831617
186,95.95840520463025
187,218.68012293902225
188,141.19442499778603
189,174.51126615736158
190,290.3897657848434
191,279.9674799818268
192,139.72405882802417
193,451.06147058453007
194,453.1670076465624
195,152.0573755715512
196,226.54809472867677
197,783.4780589008777
198,156.88785983348563
199,68.22001136177816
200,1448.9091378970104
201,276.44230526103297
202,144.95226962794948
203,188.9391972038351
204,189.04577219813132
205,472.3065649674111
206,145.3291201754297
207,377.13892298077843
208,176.02427084940308
209,92.62904266688659
210,219.02421889395328
211,526.1408644207476
212,1257.2851630693413
213,133.77351261990694
214,108.27672439112207
215,355.1063784398226
216,1427.7579440286906
217,222.0343562450737
218,441.2714754244298
219,230.5691787764289
220,671.1923038568892
221,286.4972156322896
222,325.69391532351153
223,145.00065976637416
224,208.61840171094016
225,297.5763221517851
226,2608.843956604906
227,342.2934137861394
228,393.13786475847417
229,108.27957762815664
230,198.99026544361823
231,143.67176022496434
232,196.30529791363986
233,287.56266289974315
234,521.6037949700993
235,1412.2816259125927
236,320.93041068852034
237,427.72180478396615
238,155.50136499018893
239,181.28079196852667
240,117.44857761206262
241,208.39972376300508
242,61.2323733393376
243,181.8951884966571
244,164.10914986228826
245,191.49717309166167
246,316.1471458762977
247,286.3930516556223
248,181.12576732157947
249,195.4495118723455
250,1302.0296175317346
251,379.5055957531893
252,109.19571859370738
253,147.69363150273597
254,156.5319004229014
255,373.964911323067
256,2412.378325291855
257,197.28678958385353
258,243.61421160106175
259,158.89518299137157
260,36.56561305706463
261,229.4692686784939
262,442.3433209812162
263,216.05109473904164
264,860.1118782362854
265,1060.9556216104406
266,268.856828230257
267,240.45171349506552
268,441.4893593215231
269,127.27432352843438
270,65.31512722722636
271,176.98393694896248
272,228.3200498464581
273,357.11201076014055
274,190.9630284718783
275,263.8359474730394
276,144.79066183591178
277,359.33217608906267
278,327.8725061450414
279,274.5591416832444
280,2277.708070397834
281,116.00600809785483
282,82.669066062283
283,888.6898026069952
284,152.16105509615687
285,588.1617930861953
286,197.6246476792168
287,101.58628212287762
288,303.0534338368873
289,206.85176165714677
290,155.70638080572314
291,211.38078404849114
292,335.11544260102954
293,353.70305235375963
294,354.23782739094327
295,306.8031296356917
296,209.84348537523442
297,103.4406054267855
298,307.59914299693554
299,94.46694927392548
300,639.6545284141063
301,567.0931111112574
302,288.4070302353453
303,275.7898968117695
304,141.18996033204178
305,572.6965195060902
306,221.2836021571206
307,859.8278595968171
308,15.212924896534837
309,178.68655324209945
310,224.09043675097004
311,159.93050870723283
312,592.3998541418015
313,120.58333072652417
314,223.53408961398534
315,373.4436514812882
316,161.16640527730476
317,143.46393890752321
318,165.52702523280897
319,359.4578169376455
320,282.33327648377724
321,226.22198236721493
322,341.41421510099997
323,529.52814929445
324,382.2468778460147
325,803.6027153661692
326,244.69163554241655
327,135.33951156056446
328,140.71898871225252
329,133.94588176009086
330,10.502741755596496
331,96.39719021920857
332,140.3839301166191
333,200.9557686467522
334,232.59476093754122
335,743.866409372872
336,198.40803152254549
337,143.39993811677382
338,253.54581161202634
339,220.67218886406127
340,188.34203077107762
341,266.4873627629568
342,1142.5533251345814
343,121.84692074866113
344,346.4848000604641
345,246.3444077400286
346,136.98952542195812
347,120.89661391196516
348,187.07183489927513
349,192.44313022652727
350,227.81722713890494
351,172.04926246164703
352,15.743451797474087
353,283.81368916131026
354,579.6419839877188
355,96.13303727977119
356,221.52085834452078
357,906.5728175941478
358,2693.2907986013834
359,1485.995729464585
360,743.4810107153861
361,191.5826401474017
362,900.8559434868304
363,439.969519942449
364,256.55852234885754
365,286.91525859666865
366,169.4686021091695
367,940.3282056117863
368,84.74621568208292
369,266.72903620981344
370,197.65763193704203
371,95.7531342221582
372,183.83420180847702
373,93.06976942774085
374,166.31226149798263
375,234.0046243815183
376,305.1068432355399
377,38.392461274637604
378,221.2874895533545
379,52.51915527519421
380,316.8538302961921
381,895.7367086092714
382,214.675093363608
383,166.08627849885553
384,146.49052079867263
385,1503.1985238888278
386,241.76985155981015
387,466.57345556185334
388,450.35046122812514
389,109.54386424351732
390,240.00226798672978
391,174.866328019257
392,243.27293469854084
393,317.12112421582606
394,113.20303654268241
395,1048.596520192484
396,369.4521346673485
397,332.5193387967163
398,84.11658564488566
399,160.82898924710426
400,527.9991865713216
401,232.17386850243878
402,425.16198552686666
403,102.80925445270202
404,482.22735732227244
405,132.50653207508125
406,267.79669939898855
407,253.32765349502418
408,607.2472025042977
409,111.79847145364903
410,63.90671020464441
411,52.166794121648536
412,158.9457147155149
413,626.1726217978359
414,42.06272882156117
415,290.82881542482215
416,890.7435767041767
417,244.18878936057388
418,67.28663599181877
419,821.698352210044
420,1051.193413155018
421,75.22029558552306
422,59.549249914649565
423,39.14968893622709
424,130.60707053924253
425,138.26511833937278
426,68.02255450426765
427,73.66684629223835
