,i
0,836.6444564459799
1,101.97356277983246
2,177.94695940706254
3,167.79514940033974
4,58.23467067600669
5,195.52300314412267
6,230.27368289500822
7,603.7137090825103
8,97.317196403644
9,122.71778700115021
10,683.4776506153431
11,129.78893061089283
12,595.8901579679414
13,190.75313902117676
14,225.4047939621369
15,179.63737976793564
16,215.55673569531126
17,318.4704907153417
18,85.3400707047448
19,140.87159731634864
20,240.45509279451318
21,224.46946465426075
22,111.44041951967068
23,214.73129261512366
24,485.41719522417173
25,215.94712468302552
26,288.5048310651738
27,395.274267718088
28,1099.7307283599127
29,293.4915245843584
30,136.2962766743902
31,215.91412275951177
32,216.27134249816348
33,102.46163046619347
34,426.8165840567423
35,328.9034076649941
36,105.16293167254224
37,1602.536522575601
38,350.7139552024777
39,66.93107352457285
40,260.332265842184
41,219.1073443524598
42,1278.7719592223243
43,9597.762448505599
44,548.3085368042073
45,309.7573499618349
46,784.3704491634671
47,141.75113125446873
48,101.71181698631251
49,708.1906534308846
50,236.6878240396172
51,915.5499021573879
52,190.87917912181217
53,2420.8860531025002
54,60.4508594207912
55,195.60201990060793
56,2165.7512051867143
57,166.1858016189828
58,526.7290407591189
59,109.4624926473666
60,157.10105114655465
61,204.71527624559727
62,135.21308478158463
63,139.21443811063548
64,211.2096657920113
65,230.9478046015825
66,116.23264163948967
67,103.52768475428604
68,169.03954905668596
69,493.1182707157752
70,129.6467337559838
71,174.99078563604115
72,218.41060702142806
73,159.29932733874938
74,206.13351256541324
75,1280.4444188652785
76,485.7123358629929
77,108.72369459400196
78,254.3868054748628
79,95.04890691859003
80,449.5923914145339
81,148.2212720754878
82,108.1295993463829
83,432.12038071339055
84,187.68343682144274
85,633.1189822183685
86,309.57184664175446
87,135.02271721920212
88,473.08548065502015
89,63.70707509487963
90,282.82969658197567
91,167.05778272710782
92,55.993787561024995
93,196.49057296145153
94,209.79409356587738
95,147.12625104023547
96,191.40468284801113
97,121.13152513713781
98,493.0507057276402
99,253.2061896925501
100,307.91488076019925
101,163.4910570463587
102,38.60814794762992
103,200.2298501380676
104,153.46356871066064
105,485.3421591641381
106,215.2430420715838
107,72.82903896601121
108,269.58043403731426
109,173.35109465472783
110,156.7603042471
111,424.1705184548033
112,414.7251368997004
113,151.54030287947865
114,432.3610888141409
115,584.9890256110103
116,425.362200807823
117,247.20016158159584
118,167.95056579493573
119,168.70639467918045
120,121.7788710605496
121,467.1163761819242
122,376.3162936939845
123,430.9423167864303
124,1095.6907669575498
125,206.31755241918876
126,251.2543385081124
127,276.6103861600508
128,239.31559013365097
129,171.83812313444452
130,169.02262333482167
131,213.5740762693002
132,129.49240799564114
133,215.1920013089436
134,374.8258569081305
135,149.03066813410786
136,209.75060891234074
137,121.26416946143377
138,526.7401447436896
139,155.61121987700542
140,236.53236691887102
141,264.349064977952
142,308.77127069300343
143,484.44688586265175
144,48.78836192451548
145,353.9852631484523
146,71.7503743726535
147,1064.603775460914
148,184.94850515665982
149,522.5668174139315
150,139.3242900360693
151,286.5344621878466
152,355.86763848396197
153,235.1894794713016
154,233.5516381293398
155,119.40707872680548
156,69.22565490388607
157,550.432713784042
158,442.9342955305131
159,39.350614734550405
160,413.6715207171035
161,144.68285397247968
162,136.58582268503105
163,276.8811819677089
164,201.3391667310893
165,106.12296379072222
166,471.9267076287175
167,177.69986033762257
168,106.05736081701788
169,175.42539030404208
170,345.1349465064867
171,271.83219157484933
172,248.70205025276888
173,570.385211742482
174,261.9677786304012
175,170.28958753159688
176,875.3475593797632
177,73.82152755954606
178,187.63431650673306
179,362.4189181829374
180,104.92377684186116
181,163.73277928935042
182,473.7699581988319
183,82.9467707119703
184,161.44524253344042
185,438.59897273084874
186,249.7229981174086
187,162.34681387158406
188,2144.1352682803677
189,100.0061238044115
190,138.0942260278263
191,2343.440142718307
192,305.5139319422591
193,787.0938209142271
194,117.97568134098736
195,132.41182504656672
196,270.3197585281289
197,152.4529659706562
198,902.2655265392959
199,60.14124406038843
200,337.99593895144653
201,214.4082535503935
202,655.6401501296376
203,274.83999961272815
204,385.0011975343539
205,151.2610338789319
206,30.624633927681312
207,700.2496208905169
208,157.68473626137722
209,90.07024479179196
210,341.32426091008693
211,94.37406117505583
212,152.7824712929847
213,376.1781518189367
214,167.11237816766467
215,789.7531134944702
216,180.01299048498274
217,407.9400621416109
218,83.01688940642889
219,102.58085827755534
220,887.0380385725775
221,394.8266389446383
222,350.4872997061916
223,669.09089670788
224,122.08904032002717
225,174.99017081294235
226,68.95014764608584
227,573.7296831460069
228,193.70317194310752
229,204.5585375626065
230,104.75194428255658
231,341.9562404838141
232,453.34855330664203
233,1211.3322751509154
234,482.0892925014826
235,216.9090451940317
236,78.06917634825257
237,386.8724406117588
238,104.64581784681003
239,1625.177385907549
240,396.20584818382224
241,239.75069284746755
242,91.81124089324719
243,621.3697565820711
244,157.32116493139608
245,291.6510055181697
246,540.0177484214728
247,967.1421455482536
248,508.25545083658665
249,47.40122157274239
250,1641.9479610373496
251,479.2672376840638
252,829.0030054370613
253,151.5030372428983
254,560.4880123819299
255,332.189459085338
256,83.35372868858764
257,197.99647293496912
258,292.4683268599005
259,201.81190924096742
260,134.34744588336767
261,228.4761300470356
262,118.64930016929296
263,184.51623744786312
264,128.47412160301405
265,705.622518446907
266,124.60206841887367
267,147.62281637522804
268,3546.0579843667206
269,213.23666970236252
270,15.020528888571212
271,529.1831428509357
272,86.05154063762254
273,160.97851898777864
274,228.7837876164429
275,450.23417785152543
276,105.38059936693917
277,348.0208543672631
278,252.8847921111906
279,185.94245204745332
280,192.45530117457375
281,121.01220552799182
282,116.46258221668143
283,605.8045107755929
284,14134.90390759719
285,200.6781294429609
286,143.1721358080876
287,283.83612636762314
288,177.26335763560044
289,362.6239849727239
290,111.31304540565205
291,238.4431444284911
292,166.54294049215395
293,208.67448173266718
294,83.01105607097786
295,421.9476069216095
296,152.1803023704724
297,246.30676037929518
298,33.123960353020465
299,233.69364088563572
300,99.99681298273943
301,261.1714519196052
302,337.3457946278982
303,169.33498253545807
304,920.2859119073801
305,937.0680528714535
306,899.45330287019
307,171.2697314467015
308,308.93404218642445
309,102.78920887354003
310,228.9663284627442
311,9178.801838203435
312,166.58566140680125
313,326.0494188571499
314,243.25327667545073
315,129.99064317238467
