,i
0,5612.516186170644
1,274.3966455530507
2,57.32551633562413
3,236.56020867990082
4,185.27825257998757
5,863.9507716668462
6,242.77854837403933
7,354.2583639286266
8,324.5299437240488
9,420.6051209044636
10,1900.0064691270422
11,185.53458597650132
12,296.7577590099201
13,617.1054596529799
14,104.33248194857389
15,101.57557508864956
16,268.28358397928076
17,113.51090359541384
18,470.18725972004523
19,208.14616898181995
20,201.13624573921274
21,653.8791369961092
22,215.9865818773751
23,87.34428223007383
24,120.60875333220251
25,305.87642364675355
26,179.4437212321496
27,2698.0500484527206
28,173.42876760648343
29,259.9072922041205
30,172.8915575941881
31,272.6097760974641
32,276.8023953565592
33,235.68000412970085
34,206.72861138590568
35,520.2238152089195
36,107.77477728933572
37,222.40404583636163
38,181.99523242043946
39,438.98053674822455
40,231.8991284913662
41,948.2658891252578
42,191.21513350035485
43,367.0340133473219
44,185.0056973031065
45,168.35260151648714
46,135.1947959552615
47,341.87455153158663
48,213.3438321912287
49,263.475136234368
50,148.91708715894072
51,284.7560799526569
52,320.037485761926
53,228.32807193475952
54,45.04960555337816
55,399.3237284966848
56,472.33809524811994
57,301.91574062124226
58,632.972186065055
59,175.41306371416874
60,61.011181813276735
61,128.90252580251195
62,190.30630157710735
63,423.28248020502747
64,199.00949287473986
65,194.2838859105319
66,168.18174444358561
67,298.5303207359225
68,2333.441247095133
69,76.72963247083854
70,166.27691313998054
71,274.56541200724666
72,149.49452526617802
73,154.14824402380077
74,143.77149002768329
75,171.73581841485196
76,136.630939761778
77,877.962560445044
78,115.40962187403251
79,312.73177569849855
80,461.0054916975675
81,171.85231178425784
82,225.43092989607237
83,158.43276984201233
84,92.54153824516005
85,151.0029693254448
86,128.2058254096025
87,236.576000985866
88,166.5985383518133
89,247.66439162035755
90,369.51185013883907
91,1020.3215849438893
92,283.67511640579863
93,176.42641623604163
94,126.85690183728272
95,118.82242752431733
96,245.12230182425745
97,817.443848484511
98,220.37543938732162
99,110.44858070852823
100,220.26938833117978
101,104.79575048491407
102,308.45898979263046
103,193.94833198024384
104,142.27578653272622
105,1056.3155774768393
106,176.25015183767823
107,145.9800682310976
108,159.77661934106223
109,334.2429371950893
110,175.68876976254415
111,73.98459139135649
112,276.5486798580168
113,133.1823766196611
114,113.56136512141931
115,109.39444089316474
116,2577.602026702319
117,219.74916286143778
118,130.92523426745643
119,333.38090259769695
120,262.65300170210656
121,247.2970215774841
