,i
0,1267.6177898577841
1,178.1039564827265
2,182.98487992156197
3,424.8319855878579
4,425.989603979722
5,171.821822727622
6,436.00622462583857
7,136.61893908472092
8,426.8563254543193
9,233.32772835252266
10,260.5175521334084
11,435.7435841029184
12,235.25187568026251
13,143.74118504734165
14,254.72443105007923
15,111.2446248866889
16,142.54622899761438
17,217.40154066134306
18,269.7647199475732
19,2407.44198588406
20,100.97973010965681
21,330.1364174491826
22,1337.6810762915097
23,156.37551227059768
24,338.4463153631323
25,2465.6391548542574
26,1078.6001015354684
27,207.69142318613694
28,114.2731976442012
29,638.2873223303266
30,133.34297396168245
31,103.86250298817272
32,132.5696300939434
33,247.15326544456337
34,128.25606006819888
35,187.2289885304984
36,99.31317816768272
37,130.5485759951773
38,526.3895569251339
39,106.61309730846821
40,95.01735377763406
41,174.34977868826965
42,514.7113735525024
43,313.1347351949611
44,64.8043562390413
45,706.7204091550203
46,573.4435138143679
47,150.49371212971957
48,246.4716724398756
49,290.9657711616299
50,117.77585280635043
51,721.0239997805801
52,223.59889280837322
53,282.9579145526319
54,250.73139873210917
55,1151.6031380851923
56,770.04833926854
57,136.96979321345847
58,448.6353673119317
59,859.2314238028129
60,149.11446995691523
61,164.40289773499364
62,2859.823006148359
63,70.50550143894563
64,2308.4315420196267
65,369.73911678273566
66,89.95196694895218
67,1982.8259321386874
68,249.10913985101345
69,220.3111833825226
70,204.23752657181254
71,141.67943195292656
72,77.79686758317558
73,98.93669648085994
74,188.8920710490937
75,134.38828226706923
76,160.67903386030997
77,131.89040732619281
78,559.4944200363035
79,106.95394830273493
80,151.90679212752542
81,392.44369623719956
82,105.83401895069906
83,833.137628155484
84,214.12067982071335
85,195.5789986802386
86,243.655727755582
87,777.4768254053847
88,206.0245427928429
89,291.1846252746165
90,164.04948344766348
91,93.78404286724233
92,112.68498249183234
93,180.34819480597164
94,262.9378467561956
95,228.14523834938933
96,429.5342369639678
97,180.09238291283407
98,266.8377670006935
99,589.7509978445439
100,156.71762522776163
101,252.90433991341573
102,1941.088753605735
103,115.67003564980345
104,147.38934137681468
105,61.23291118635786
106,7460.611017469843
107,364.843806212437
108,368.12983892281966
109,199.20501892274012
110,391.84504836762056
111,638.4544179593765
112,116.0378039415867
113,724.4953413502307
114,340.62522630146435
115,100.94195216544384
116,162.74315449295867
117,385.31650302717065
118,256.746535117833
119,107.11603176990319
120,247.09552594416897
121,128.26034106108222
122,238.22584429511065
123,99.10142714463622
124,124.38948639212498
125,177.7941610559166
126,211.61151177208967
127,150.773153646344
128,185.49221929927882
129,389.679257550576
130,382.2146469309144
131,134.32337475553794
132,3734.5349222280233
133,208.82520271685183
134,126.3054268207042
135,172.0568187430502
136,444.4308031314386
137,462.8581228360934
138,130.74228167186718
139,185.38178554257883
140,835.3168470185855
141,139.1173806077859
142,717.2390954181213
143,371.2067184832232
144,197.2136747098798
145,561.2190825750417
146,92.98707582605553
147,265.45896036749167
148,193.6068952912017
149,120.18257515597911
150,297.2753634466481
151,750.1746731918809
152,427.7443471684029
153,142.7098442550233
154,244.52233013949382
155,1141.6324095052375
156,389.19693978366917
157,170.97542778497646
158,642.4947926502086
159,614.041863820101
160,305.4146573892253
161,192.856019387122
162,63.60397176726892
163,192.6626635585116
164,343.69916775008886
165,220.04120344678427
166,212.87174741417448
167,235.3002337939205
168,11333.297154056798
169,4696.869740150651
170,1971.0942029237422
171,154.66389024192537
172,400.0103902616771
173,721.3191888620584
174,274.9607312475021
175,298.55129899575417
176,1587.6041728629825
177,238.75583446108786
178,2076.122640069552
179,617.4730754572518
180,286.5807754687897
181,85.48426523693865
182,139.3394657084394
183,140.41599399874278
184,259.4018850471879
185,400.3168898216529
186,117.82344958898672
187,2318.803895452187
188,1014.5680276655685
189,158.90104496417965
190,326.75699824183295
191,243.55601529598903
192,168.71232222516707
193,1188.5081945803129
194,861.4380350867383
195,7004.895415490854
196,200.1668967172129
197,478.3268674048786
198,151.252530909882
199,277.24817532922253
200,563.8863776929898
201,46.87859890153293
202,66.81923088890386
203,302.3345048106273
204,287.5126553369817
205,625.6140618672642
206,21.919858775140632
207,115.18135554681494
208,242.22218165219527
209,499.26963981807745
210,323.9933418998493
211,199.64293710362435
212,230.02624395135973
213,142.84152409345342
214,148.1247006392005
215,123.02494449959029
216,225.3636162154205
217,159.0982448059559
218,209.0076068467053
219,112.06569800402703
220,255.10417926585626
221,501.2980578109891
222,776.0726669591995
223,7461.030430911615
224,461.6976342463704
225,481.96735401234133
226,135.16036267262592
227,935.4841232604606
228,72.05478978929304
229,117.0993755530951
230,256.57790338836855
231,331.93803639052703
232,951.977986317822
233,180.49145595581035
234,173.61623970516342
235,402.1127869142552
236,165.47004083304628
237,319.3848519833531
238,217.00852238193383
239,105.17771216662666
240,219.68431760857868
241,232.96729984186337
242,154.98292664853736
243,148.9626138326535
244,277.1877875800116
245,96.58856946120966
246,371.9149337572505
247,181.90285764910243
248,681.409599301114
249,1086.3281730767696
250,253.92380271865275
251,142.74319166217347
252,143.08513798550044
253,143.22194448316785
254,141.52022998729336
255,128.40191958548337
256,219.60714582781824
257,1206.6343008567924
258,523.5205815120848
259,77.64040323328567
260,238.37655165931812
261,414.3158874832594
262,245.1653670508019
263,170.54315901495872
264,165.03516463969515
265,79.89308649662279
266,209.14791307415373
267,937.606507845951
268,334.98183244533686
269,587.4038812961097
270,326.3863885503126
271,473.8873252469967
272,253.12391216383872
273,110.36789426916954
274,100.07501567366324
275,4636.361168948872
276,470.08815094917594
277,529.9162013173874
278,1021.5214272823548
279,7691.5332649835955
280,229.20779532288606
281,198.67380442204424
282,411.3699151758504
283,204.4004825720402
284,205.39033359699476
285,477.1099936439712
286,190.74509673464274
287,370.187566230256
288,590.4725192441776
289,238.5047278784494
290,358.8823761003441
291,104.28905260730315
292,176.34740073759897
293,224.61383691061886
294,123.1462486955501
295,230.6789730496895
296,622.301572959521
297,609.4101905381681
298,264.49074210247375
299,191.26384722533913
300,202.6951972945185
301,201.6301174621027
302,106.42111007316602
303,155.67082537576192
304,190.30429568350473
305,1371.3929403364175
306,50.87279981436096
307,679.7262289804064
308,223.36176528664373
309,618.7543907422744
310,344.9349222065042
311,311.43681393079703
312,1123.430360164438
313,168.56093872257875
314,321.136823830708
315,64.87509191003244
316,788.2630816230305
317,235.41931150465936
318,136.91422141834212
319,2345.3428757337365
320,228.49459388481569
321,79.57135023164365
322,102.28071266385507
323,305.76628812127797
324,197.85600070501428
325,683.3635947965784
326,229.55434197112916
327,748.0204409415602
328,189.00957644228308
329,138.44765279054482
330,757.2172042010142
331,275.2067047931514
332,151.1306190335358
333,242.1434732978314
334,4390.1986826173925
335,461.4187071953601
336,150.0473135345696
337,782.8066821790961
338,543.7961649130348
339,341.274496443688
340,251.82702746949397
341,619.2937708868762
342,197.71354414521753
343,570.4373188780463
344,205.6871385787247
345,328.22519819086324
346,482.207873387388
347,110.1832746164244
348,608.1695926598159
349,234.9920694387285
350,677.479077891283
351,143.279321392808
352,540.8560714205686
353,381.5846759716531
354,65.37918423026915
355,267.65889380831186
356,1050.135805826641
357,160.09692070619624
358,924.0540416451007
359,22.33531329397506
360,167.59600228844738
361,613.1278007778211
362,178.07173264487562
363,193.9980828139449
364,158.85052744136004
365,868.5541280156608
366,139.75155281377917
367,54.71807905951104
368,396.2503964732228
369,79.03096510294408
370,292.4077060690681
371,910.8606667083103
372,187.94772018114216
373,415.54338886644246
374,126.12937301242727
375,352.1351138699489
376,163.27034156988302
377,154.2414264510701
378,142.74469624016498
379,1241.7552189073592
380,382.8174115530164
381,278.4782646783453
382,160.92310045859105
383,144.81711754025352
384,106.10134014724315
385,178.92245114837976
386,181.50130164420628
387,162.33198414856483
388,3658.2703831135645
389,322.51234229801753
390,147.79459526673517
391,316.4772174209256
392,185.8157545490685
393,485.3873499473152
394,129.84183843552657
395,271.18446981678994
396,195.54464368961808
397,147.25683203289586
398,809.3917365384431
399,224.80213357290614
400,316.25102014306236
401,263.96668384151974
402,244.88471786682695
403,941.0520186977656
404,285.663959783196
405,848.7002237987282
406,365.29016851562625
407,428.23681881076607
408,477.0395938288094
409,147.86471351859203
410,94.97346392532576
411,777.8661813398705
412,653.8825830783898
413,255.47147822604248
414,221.6376350150177
415,447.7456608931699
416,173.79200710844435
417,581.2326735220636
418,319.1307866068428
419,618.6435280761764
420,172.75250780783836
421,403.33956038462645
422,59.85823612286669
423,212.08340973132505
424,155.45766323126554
425,297.43782242309055
426,358.0064761379274
427,125.08785998886327
428,150.88894547994053
429,229.9809897974926
430,641.4786457267321
431,366.83934120009593
432,627.926301769961
433,334.61482608508084
434,85.68468045397104
435,146.02623617102194
436,419.68399516860813
437,260.95773464378067
438,931.4386383355733
439,73.8509718602077
440,147.2219128971198
441,432.15985676360077
442,211.01421872932448
443,1594.6032030885156
444,92.60545061969367
445,87.43439830883175
446,176.2390057095742
447,77.64094880903998
448,244.9118217819311
449,120.4939704469659
450,364.9386766523468
451,176.27244620871957
452,141.6995937151051
453,149.61853424053234
454,111.30092213319027
455,575.3991572656286
456,175.17686881967552
457,360.91060320992267
458,154.85610371808738
459,171.0222900817918
460,191.29106512244638
461,293.51163313693945
462,84.09132070442308
463,2370.219448921991
464,1984.1813972824923
465,211.35516316884096
466,209.512340491862
467,178.54660663674667
468,906.4454180349494
469,55.80161556060922
470,1688.6235844740067
471,318.5762476521996
472,154.56339273688454
473,292.0729769632263
474,105.1259895239378
475,1681.8528988602402
476,336.864333187695
477,264.1763680620165
478,312.7938625052047
479,202.00699477562648
480,274.73138646707315
481,236.02721413305173
482,327.7711485508666
483,215.24984842123047
484,195.03620958431955
485,151.80221914503568
486,397.55425545306394
487,275.9701857035238
488,754.1559022670999
489,193.2558744473711
490,169.8653191904796
491,538.1606131326164
492,286.29747554282517
493,90.51215234598928
494,511.5275897579589
495,159.56932781298758
496,170.18252430601098
497,120.06798693528687
498,426.82408215043404
499,153.67102699343232
500,197.56633109642266
501,606.7716088848647
502,3269.4935314711956
503,122.16219917659143
504,565.2560540535142
505,53.294005013645524
506,199.2795722271942
507,285.24773999360343
508,205.48813800663743
509,189.6814874212194
510,221.68436291815752
511,234.18392551006735
512,430.72055803942317
513,168.6835755714213
514,250.7049720373609
515,976.4256373581765
516,500.0420701669686
517,248.2424165420888
518,89.07373175315851
519,240.43017157748352
520,151.37666854052705
521,135.75121556252836
522,158.89825352158616
523,24732.569593930573
524,561.507042755642
525,347.4643328818218
526,227.16341694394617
527,128.99562925910865
528,116.322315500009
529,237.6147835005128
530,130.52151679870346
531,858.9688213439223
532,173.4504003864894
533,181.43881793367294
534,525.5948930775403
535,199.58577803557512
536,210.85895440430795
537,182.84285170344774
538,210.20727838660338
539,143.94485620226985
540,2008.4530199696844
541,87.19021049131679
542,413.6373667375366
543,1149.7959426057812
544,2429.1250540333863
545,336.83711237561323
546,131.22042742278066
547,97.1822314168967
548,1242.898815753072
549,156.290100787091
550,201.6155953634706
551,125.947590539407
552,530.9869101149385
553,525.1684877249809
554,60.66469072219985
555,231.16212077909938
556,151.76808845841424
557,187.93748506694044
558,484.91433430729603
559,252.85680584296497
560,160.2539337806888
561,77.53150130609677
562,329.94508560502294
563,141.6025449061613
564,4989.750267342498
565,124.87664288914794
566,157.96531970143076
567,104.97908833445433
568,1259.7525061251047
569,176.97398799582092
570,317.77303994612936
571,278.460653604653
572,4858.625340547549
573,142.0520159384747
574,105.25663819603422
575,145.84908210189585
576,351.8685949999325
577,286.9419736161587
578,486.4766104014573
579,175.41306371416874
580,74.54676224584712
581,376.1708825988187
582,189.06403874275682
583,909.835554887936
584,196.42051361473796
585,448.2564356696023
586,121.76582184900579
587,301.2254388721771
588,744.446843666605
589,263.3196626861943
590,111.45432013208068
591,401.3428373463464
592,187.5937772087756
593,71.41348982515285
594,171.47234019699863
595,396.86483799635334
596,112.22941604020987
597,176.95191575303244
598,180.96260957948456
599,236.04877623142045
600,644.1696932533139
601,142.3375352495701
602,268.9735140315625
603,272.9605582875915
604,122.35227352917002
605,118.60428671934585
606,136.54335905344905
607,152.07073236871716
608,95.01952376399902
609,304.99323424452274
610,3518.859033225578
611,828.6186216243915
612,4807.505087392158
613,107.33491359891167
614,415.553608975165
615,461.12212680298586
616,180.98677181966892
617,189.83116210220192
618,778.746707391793
619,174.83898993931334
620,509.9735498231873
621,3579.391878301648
622,167.3988559749184
623,157.78615451531374
624,196.68949811866767
625,234.8286502308967
626,262.8967398378067
627,683.0527392876611
628,169.27311875707304
629,131.25362639472598
630,103.0616932085264
631,98.65449220703138
632,229.0037391604921
633,412.9084527225137
634,206.60480853256763
635,177.0228054069709
636,196.5962268882402
637,140.42339439610942
638,344.4438397187787
639,179.49668847898943
640,307.2718532821986
641,624.7925221694547
642,745.8239153978272
643,100.36992286232748
644,160.1588071244425
645,198.03821656758234
646,342.6736578953546
647,243.79016878293186
648,381.92938757081856
649,352.0973808416094
650,3515.5595555084615
651,241.45279000765746
652,168.17849452033974
653,1139.2763251129054
654,283.3085741173024
655,633.5172825767131
656,535.9962192998743
657,379.9765709028624
658,506.9223628103577
659,252.32388175241792
660,128.60825424446077
661,148.53223736507343
662,1337.6152793515826
663,925.3227217490546
664,480.5183135011842
665,409.28382388159827
666,4303.6431809811875
667,195.42925511817532
668,109.67537918404476
669,71.15839583564399
670,167.10856177743455
671,220.34640573932822
672,647.9263137279676
673,339.5880078636881
674,90.87573160450437
675,283.35685489067214
676,220.09107451776111
677,168.021686526244
678,140.62607006297927
679,202.82663390686565
680,247.28485770108747
681,184.13867031225004
682,120.5208562644546
683,112.23671109073484
684,162.8578392881019
685,126.2927800138686
686,1214.0847573377735
687,199.80679023743957
688,508.40368872531593
689,464.54842187016146
