,x,y
0,128.23581725975885,-93.67692785778263
1,33.42656061051548,-62.78151247826304
2,144.3785530715744,-51.365880903211746
3,43.041675782841935,-48.10400256309481
4,20.99561850918667,-45.20283065959961
5,111.34123653308711,-34.9940241466943
6,36.50407543149163,-27.342367780587665
7,65.05342785503387,-23.222741173136
8,201.6926657990964,-13.515818064273844
9,-65.64049110712358,17.92789650032114
10,148.79592645420973,25.34319339979311
11,86.59136193372319,26.05595403198356
12,30.755824841310755,32.542681956630645
13,182.08364817970914,32.77695526004868
14,203.7625790827019,37.10875022759126
15,143.70274033889189,49.93743396944569
16,-46.5745090425703,44.11360995240943
17,102.64902278589886,49.31408251397045
18,174.7789723307228,54.57010931466016
19,109.25160875286088,76.90836687634419
20,-73.66345158560284,80.89582756207449
21,228.90408886343266,89.12821301412464
22,32.37332554744455,103.76535560007642
23,-37.51131318399234,114.02714102293692
24,-1.71796775195412,119.4374896292627
25,188.21041538371423,120.95240063929077
26,124.21868928937556,123.30332053076063
27,158.56041347137568,124.2009802482421
28,142.11415251882454,134.19066445232932
29,-53.134664497412814,135.21153145605786
30,-28.277726474959536,178.5418082492689
31,157.2272057079755,183.2547543837843
32,102.54783819581382,200.61475168935635
33,-89.62983832432656,200.00214175989368
34,-66.25357358694487,205.2735867610403
35,189.7223796713356,227.07261678371265
36,109.91945265424079,251.95672366175995
37,-24.223499203121037,268.3547292006035
38,137.5039339549253,271.54843287192557
39,-81.82137931603484,284.3694059525594
40,18.900241293219892,293.6551336849826
41,-25.237330928383926,315.6865728124908
42,1.4163996317092824,320.29479575167136
43,192.7463988319215,321.34673456411736
44,207.23399493337888,319.70958728763026
45,10.942219610510165,342.2304139681032
46,28.342449969285326,347.5849900195735
47,196.3830218707035,378.7458712220638
48,24.762327800803632,409.76682430638743
49,232.9993742996353,415.91046835157795
50,49.516283075226966,450.63300553531144
51,204.2505170533983,467.63262482051584
52,147.13924568991342,497.04948257651927
53,71.5993944860046,520.6481956722532
54,139.3821523456296,524.3779349269103
55,-85.00932985543773,522.3820132197496
56,214.74178253423304,531.8786498802131
57,148.3778854817075,537.2005999882556
58,-50.45190149461382,571.4304607870652
59,216.82804898805477,589.0008195568557
60,167.72888041834892,617.5745476244119
61,140.66406411451953,628.625124535329
62,223.37201968764805,633.1226286537836
63,70.02506197217963,657.2321762607276
64,105.7429401941938,719.9664494997469
65,6.7104963840214396,727.4722165519082
66,-62.36090986462568,744.5289910955848
67,216.51266866713263,754.7345149695141
68,169.6204065948881,805.6889630541286
69,4.88790332275039,828.2126009517958
70,187.98166511284012,830.8323752162728
71,150.7427044212211,832.405237590745
72,74.38043211339789,834.7710279181897
73,122.20373529141807,860.6830867588301
74,12.33491805108713,876.1762023534327
75,201.31173206239032,878.0347333697262
76,64.79255999373925,890.735156352471
77,-42.9404078345849,898.4472824458347
78,188.42838982280898,907.4351947146406
79,139.52702648943762,934.0202478582434
80,-73.0862411700989,941.9173639208557
81,34.206516058359966,954.4253549648924
82,-35.29206494154323,974.0400245360393
83,-38.32286031357535,996.3940703853456
84,199.8659127387741,1012.2387906285413
85,0.9650626919640217,1010.6020164330031
86,247.0078354333068,1014.7651708280493
87,-8.10748117468529,1022.5832079362342
88,235.12723278130693,1055.8227540631435
89,166.39252630745705,1076.165408965366
90,182.17638809101936,1104.3726915077975
91,152.82774919809742,1122.6524914983797
92,90.38857026092114,1129.6430723187098
93,206.01592408050521,1144.4104514956696
94,-44.96114614169505,1169.6194917393098
95,-82.85147917175664,1226.4704788723502
96,-43.869675633846555,1235.3905423604788
97,-51.393913326598295,1262.348284671078
98,80.98082877897616,1278.4051485184116
99,130.2142516281051,1324.581562476965
100,-21.95730412797593,1329.8559935760952
101,-4.911619113204779,1332.8111577079455
102,170.63491783156906,1342.2918041220544
103,71.50484794147474,1348.5983550852552
104,102.17603186851807,1388.6103914979415
105,-46.05591540409182,1389.6062406709848
106,-72.46758568264431,1399.9823107694224
107,7.999041745309569,1423.4370423524956
108,51.89049303014747,1452.1455769404017
109,101.72244675260208,1468.044303992182
110,1.802750920474864,1468.7355347168875
111,121.36582571236636,1478.8719108432422
112,37.05622851486851,1485.2341302826565
113,208.19329987733624,1498.5070356687556
114,-66.6204106317764,1494.6266697874012
115,-29.324606283118783,1524.4094786051198
116,-45.06915379456018,1534.2073892636595
117,-31.20010650420818,1545.8088507525654
118,196.64597511345346,1555.6001764212638
119,74.95883485121226,1561.3704063350265
120,64.62258403473834,1565.0990270895454
121,98.27137081839226,1565.4572740798085
122,242.9574402625708,1570.2155844613005
123,-40.17045466514173,1568.7510780327693
