,i
0,394.89461808517706
1,164.15989779628327
2,573.2088406395292
3,92.7702323006525
4,127.23766054113814
5,198.8588694831087
6,226.50432066143685
7,226.64960351503453
8,183.28021421923802
9,182.89585838749238
10,244.67487165961285
11,275.0148362204861
12,185.06810890623748
13,332.63268276347895
14,267.0652137973419
15,363.18181793150666
16,119.24671524412281
17,591.3372248153554
18,432.1849107428694
19,392.4388703352961
20,63.38512467889976
21,364.0089859336137
22,16.949658926215488
23,1441.1716554717123
24,174.7327499133319
25,605.0259901189379
26,264.740371304587
27,155.04637705764577
28,610.2179359139168
29,255.37859451323442
30,196.54028538159523
31,179.6096113218528
32,168.27217657702866
33,267.54371831825273
34,4731.021026446461
35,402.87572054879854
36,507.8332991531894
37,131.4146682589968
38,220.9406141741535
39,181.21965758448573
40,1202.4719790507804
41,51.468424795345385
42,126.3162996493927
43,811.816832796172
44,97.91258457733464
45,318.0953091089085
46,185.80596194701266
47,377.88036206451136
48,81.49103166875234
49,152.00716451177666
50,197.89562881214417
51,189.0072521810362
52,106.88501506833924
53,410.0747707991678
54,724.7435691167884
55,253.2315454553262
56,114.27038721378074
57,1540.1236369857845
58,97.82661920262441
59,89.22972103103523
60,47.31212186547083
61,272.6667714632941
62,100.70372747542868
63,159.1398947343918
64,530.5710432564142
65,88.27475706693869
66,339.51583111395826
67,473.46211194792085
68,195.91634133911896
69,164.46413728143082
70,128.69820597259655
71,922.2085530946665
72,228.77574951700703
73,186.43209251261254
74,119.18095520553905
75,392.21418691511974
76,250.26933348742452
77,323.4110359359639
78,278.10280323041155
79,97.67190009941302
80,1123.9791458408338
81,144.6099258137287
82,238.50556585817807
83,2020.9608737786025
84,890.9830230748066
85,189.688818396956
86,160.2269098154308
87,187.0958268121788
88,133.34391095699124
89,306.2511812525749
90,166.12596385715182
91,110.47458361046598
92,113.18911667278054
93,162.04108250223942
94,180.43819516542428
95,197.8591289512555
96,444.0718049226039
97,92.72754332275719
98,227.78081057184622
99,1369.0532240345544
100,65.88730919403751
101,169.7507691544371
102,143.63895289117588
103,188.57510499818952
104,205.12926888397806
105,191.63750720893947
106,168.60388109362285
107,131.55371978577313
108,192.6704482235878
109,393.8643960757205
110,446.7949225224135
111,261.5819489911036
112,124.42707735917813
113,266.4124697452375
114,142.39105580527337
115,795.5262116338641
116,257.4904656531002
117,180.65545835014217
118,144.94819540621342
119,126.10743893213544
120,169.59398483696813
121,270.913058461786
122,338.42966809774515
123,147.45020101292693
124,418.8038783937532
125,126.9744001224465
126,157.53854280280194
127,172.2673188984204
128,243.14561308091731
129,325.8364136434416
130,149.11577973422695
131,179.76870691379642
132,465.38566517247943
133,203.46186235738926
134,156.4590464216696
135,155.98289592829352
136,193.4144855213004
137,141.06104203111894
138,568.7402763407205
139,1073.8810034980456
140,527.3604887545202
141,460.9099377010512
142,180.822468652789
