,i
0,2596.380450069749
1,503.81862018087554
2,177.34589901093736
3,1541.9591171886668
4,225.87848236507068
5,134.41661537320655
6,1394.4966126679435
7,76.07705744506717
8,261.70559167768414
9,164.9850156297222
10,127.52185114532601
11,136.48292513433995
12,126.7448559337837
13,235.97331750378302
14,707.2805561259967
15,566.3334959170926
16,209.23905235274415
17,500.1650669490848
18,514.6978105742814
19,291.4876107146769
20,178.31433673692558
21,193.09603656620928
22,179.24019511785536
23,907.5527998143191
24,311.17704444522576
25,139.0890340131124
26,191.33576463891015
27,387.66366013562697
28,508.3751093832394
29,399.87549241313457
30,120.07979945050988
31,384.401071997504
32,373.72519905964447
33,208.32834596789894
34,133.84191636733232
35,131.5477111991742
36,403.0095065772746
37,118.34703800798016
38,88.88849728742558
39,106.74971972805469
40,164.65811662491365
41,142.04452971177295
42,280.5518890588966
43,729.4056103014298
44,217.91927104951262
45,489.23968874408024
46,80.20428739485948
47,457.9454996584846
48,171.37085535279772
49,75.91071530426309
50,313.4099030896019
51,638.8908671178351
52,204.02415757480762
53,235.77732052419915
54,191.69407375291283
55,117.69312158564924
56,87.15207952132963
57,392.38372138518105
58,186.83602352666364
59,321.12046384931335
60,283.010112925147
61,250.19811928456662
62,221.65632499420752
63,422.30504038571246
64,230.8804659576662
65,202.39097627327368
66,227.75480230227853
67,186.8593286717669
68,3061.156348646495
69,327.20619411399275
70,338.86097736725657
71,412.56984389006624
72,113.30490251314144
73,320.7855496068976
74,210.52139920990646
75,322.3724303396667
76,123.13024094011766
77,353.9821538741206
78,269.6817993912302
79,277.946510404871
80,47.740008338470865
81,183.78512032485298
82,505.7846570710428
83,196.04372663490392
84,765.8150281411151
85,818.0658862829355
86,102.54230118906149
87,257.1798941465615
88,747.3059271351868
89,447.7212779000261
90,158.50932745422367
91,6903.025909716131
92,240.33389013159874
93,169.78118897132262
94,1400.1326162270832
95,146.46761890775997
96,961.1513765790987
97,220.25855387148036
98,794.0252876240112
99,178.67211421544042
100,121.93771282133022
101,460.58455493573257
102,27.755226180651846
103,205.1537746480154
104,331.4136371972778
105,331.6681585878722
106,119.88946428021546
107,322.1459809950266
108,280.85515853463806
109,287.04331167444127
110,138.97179914529528
111,82.8653558241356
112,319.3495062828063
113,598.5550215687931
114,708.6386717684866
115,110.22470479909695
116,105.93316184633154
117,113.83260545872
118,404.2660019989764
119,196.08746986815078
120,305.7453399993365
121,130.06510948001372
122,551.5351876168966
123,152.6461859244035
124,246.0451188370592
125,131.10636998911838
126,200.49207573542222
127,520.9234143770019
128,135.56437700131727
129,89.78320038643507
130,1396.7006853114983
131,2416.50957781009
132,253.34634540475653
133,147.36345127882493
134,2168.705624288301
135,150.9963376735447
136,272.20109991794305
137,305.11273919640655
138,298.42440303999314
139,241.69256395141392
140,808.9866006892379
141,116.23550033070339
142,714.1411710008299
143,128.96436074798265
144,158.22416423864252
145,757.4553525368093
146,124.62527319142234
147,266.76324413752997
148,130.8022417095364
149,132.08772827868972
150,103.55878928171688
151,393.2746349201889
152,90.66094482812791
153,182.31042632198185
154,235.5392770345058
155,174.19333676496956
156,377.27874322835953
157,145.79554239071888
158,214.87997093008812
159,321.0860541949346
160,313.455053698425
161,173.1450493179002
162,452.2405071950073
163,170.3305764714254
164,203.24609023713728
165,197.60416548988997
166,563.29629036397
167,202.79955598401546
168,451.8315423202284
169,221.50918406201393
170,1368.9642396697918
171,231.55555044581126
172,297.93777013339064
173,197.7270904757429
174,119.7875705350308
175,417.8962409898355
176,144.64676645508973
177,92.85485361414733
178,376.34538265746795
179,856.5427977672142
180,458.56456897741396
181,166.8521827270329
182,154.72503553680573
183,141.66823221353573
184,99.86813142531798
185,191.826801272629
186,173.17607739936997
187,210.12531463987617
188,338.91812985986985
189,153.73637095205117
190,229.38624175725852
191,528.6460873970734
192,525.7491117915454
193,305.2505227139941
194,151.49798046994047
195,938.4881335827525
196,314.0685343185503
197,1077.3351092270477
198,418.98637834216726
199,340.94012363505914
200,120.26726759084367
201,214.74562766450578
202,291.67508710093796
203,155.58033243038858
204,173.07905708879005
205,664.746625928402
206,172.41415587090398
207,133.6177954393006
