,i
0,189.50130118433145
1,323.3786531872338
2,114.6324971003415
3,850.5360623386564
4,247.07989952707155
5,299.88538821665503
6,136.44049349292797
7,381.6899342428027
8,2401.667560915682
9,452.3223445790567
10,1195.439247476492
11,166.8691842479384
12,87.73797472562936
13,57.08934594148658
14,445.5760695116673
15,384.43956545773517
16,299.738968413207
17,375.9799506782318
18,323.00449852547854
19,722.5328859320592
20,682.9867457046048
21,238.0137596602845
22,149.6216883515961
23,2208.1877380913324
24,1886.3408136657602
25,213.7095637660373
26,220.65009322956
27,183.23482145056937
28,377.8770429045561
29,273.22058126069203
30,382.5404385085224
31,540.9758022753101
32,196.75066660347917
33,859.4322028049577
34,472.69004960530987
35,586.6469461595375
36,1021.5914167560276
37,92.81147351485667
38,428.8601746020084
39,576.1638468986065
40,297.00601308730745
41,99.70878223542962
42,610.4420229573756
43,1576.9193868538393
44,172.85572184040876
45,1018.7830464763896
46,173.9664243874316
47,199.4010873684829
48,80.11937117493895
49,327.5702537089319
50,1569.8683506003165
51,171.634479148388
52,176.56594172759455
53,216.45606781293765
54,192.59667577371144
55,271.35793440248983
56,176.93419777563534
57,273.98288404808414
58,178.79645362350672
59,15.869851363228285
60,322.7583266040532
61,393.51997329317396
62,84.28136303348792
63,298.37565158648806
64,396.6891861178365
65,501.889320257324
66,466.7193751836128
67,124.18512056419749
68,103.59044909523907
69,556.2016629614324
70,674.1276021184423
71,160.33503302680433
72,169.14173325985735
73,6307.067331159403
74,142.5544929541348
75,202.33480765715737
76,654.4617827985545
77,184.1519335716097
78,506.41501633338163
79,241.07515186816312
80,946.3520954503653
81,151.80381920928625
82,1644.505586217883
83,167.17198387700083
84,478.7640191949384
85,484.1882376075621
86,183.08552318503408
87,758.8418232532108
88,3105.4411587283475
89,1211.9516777918036
90,647.2244041011954
91,1157.73308020135
92,617.1813505863718
93,1519.2600723941089
94,281.08961541812266
95,99.5837951774691
96,201.7505849318663
97,632.9877537403768
98,553.7555193491273
99,18.722701507282938
100,420.1014990630244
101,103.45314469605547
102,838.010979137785
103,765.9495732128307
104,78.84015705648122
105,243.54446327186628
106,819.8167363404489
107,180.32253391790786
108,151.3907634013936
109,106.47908143489673
110,200.498063412648
111,9579.06530009798
112,177.08656815797409
113,428.5897918471643
114,127.94101133003942
115,184.55481482614158
116,191.03718196895133
117,494.96168039068084
118,106.9509421124771
119,13.468915391891697
120,218.49119660174662
121,277.0071898669231
122,415.70401963841107
123,437.04992505214375
124,1882.0212616051874
125,61.17850501345326
126,114.42305345147106
127,111.2760931005095
128,231.51650273569945
129,179.6803030837188
130,208.38141943319502
131,144.23240639674765
132,800.6815515445361
133,191.959620691871
134,1155.798494182147
135,719.6535255506726
136,394.93763134110844
137,372.8340316684376
138,386.90846276283474
139,71.6231805322901
140,121.28057378616361
141,402.4110002681658
142,3129.4501022074132
143,341.9568412101585
144,556.0736778739898
145,191.3535801385336
146,362.8317173799161
147,591.9764453558327
148,245.24635016063874
149,227.08002756941002
150,511.430548284399
151,143.14195716307043
152,218.0042749909459
153,492.2942641043637
154,258.3495359741644
155,751.3458431268106
156,216.93038511538597
157,140.85452266002542
158,374.95823253813836
159,418.9804900059276
160,343.82779858897254
