,i
0,529.5876879745293
1,1510.539101209474
2,214.27909875247934
3,581.8190636587077
4,264.99908108185076
5,233.50199857274782
6,197.09972500931033
7,239.958845064972
8,765.1292158124519
9,120.42202218596628
10,2103.7204094123704
11,223.4795124074405
12,160.3451733178851
13,206.38026490828585
14,171.893374902949
15,383.2655639850679
16,307.138552936443
17,204.97365356156928
18,149.93137739713052
19,506.2157770782958
20,266.5618085560203
21,196.8609561503588
22,1667.4991703640208
23,215.9660935882307
24,613.2678400081986
25,1216.6938662865873
26,183.39261773954684
27,196.0065353425932
28,739.3638779578789
29,159.2464451511192
30,143.5710907338592
31,253.1648252141132
32,260.19738718051616
33,159.48833569042986
34,181.47834594437703
35,324.7204171620604
36,324.38174832978757
37,316.2949131087227
38,86.27480490544309
39,2485.103237309113
40,229.66688067573972
41,349.0231234326865
42,110.56467081906578
43,129.4617013525989
44,117.42670911412588
45,716.7314960889519
46,2068.9864341713405
47,304.2771868403034
48,75.51050921050417
49,130.22240541131873
50,78.82423103800431
51,160.50355770668588
52,505.10893857933297
53,232.1730527688745
54,444.6502469903044
55,156.03030864497973
56,176.97429889214118
57,677.1637615791327
58,320.5962578645608
59,2151.4664190306908
60,167.46944887855457
61,4713.815084046397
62,268.64390093195203
63,116.59216203903834
64,1718.0944752550333
65,104.05426141174006
66,729.4197055176782
67,569.219058542177
68,89.60121257356123
69,222.48180962960504
70,180.85233085753015
71,31.774289628688848
72,254.35999350599778
73,317.8188191192815
74,375.48490458048076
75,176.75959968464562
76,235.83407245216088
77,400.10526755850395
78,189.41842641677133
79,296.07560959437245
80,169.44687059323326
81,94.22844419731894
82,4889.192138630542
83,1446.4956164534335
84,320.25007565607103
85,137.393938641521
86,849.4728820648279
87,172.6523884203516
88,357.0423816482527
89,147.41756676473165
90,166.69309731292446
91,487.23523994966973
92,866.4251741371218
93,377.10381039842656
94,224.70066272709064
95,300.43958598200584
96,110.10162147114175
97,188.21105313620177
98,172.34420348271362
99,178.71260922069416
100,72.9852945867247
101,352.55354086083804
102,141.66350370050606
103,154.85528759774883
104,158.1480221795668
105,195.4378382322495
106,162.5131706505305
107,177.7329535670801
108,130.89027883109884
109,142.10542913562122
110,262.878728718929
111,275.20525440286417
112,168.73158818799845
113,178.52747448007497
114,100.62680121221872
115,147.45874927168242
116,178.76818707120123
117,90.85913010374256
118,67.21964732077208
119,156.80409673710608
120,104.16765639872592
121,230.48858821499599
122,147.3411894319134
123,78.16688589265351
124,211.76584216736705
125,395.42289540386275
126,1271.1053972690338
127,212.88521035761792
128,159.14912068992905
129,460.1122687740135
130,146.15096255469413
131,225.56205128208475
132,294.7501839225949
133,820.4578755221272
134,227.33507992611794
135,179.4254385504706
136,285.83162195917976
137,81.03833975031503
138,112.05428015407563
139,86.81681819091627
140,50.98714288891014
141,187.61816565537717
142,149.06339761434316
143,81.85302088459828
144,67.93800288976142
145,125.10258383554294
146,108.36977865598762
147,64.83510139696803
148,101.37662982867941
149,77.84512646383622
150,93.3173081252526
151,88.7956345808023
152,105.92069412915501
153,53.21551289206231
154,66.35891946535972
155,102.7253058341729
156,123.16096035970723
157,75.4721825690362
158,146.94802061865047
159,108.96615063606595
160,112.33810220678701
161,81.08219933468779
162,79.91961720621856
163,85.66661934494144
164,139.3563567066431
165,92.63164629543101
166,84.73177589436412
167,59.92188868093709
168,67.0309734471223
169,50.07391588542254
170,127.72766911434343
171,65.81015155104042
172,147.52870818798291
173,72.37880406772466
174,197.0817207488056
175,150.2580722757027
176,119.8288228534058
177,247.0629720237278
178,139.77806999516937
179,72.99798904254065
180,63.059926788855186
181,122.80167721062793
182,97.43351889341497
183,48.47278117503629
184,81.89674590594583
185,41.22597567515561
186,117.25231961433475
187,74.47071402372627
