,i
0,135.26392646170208
1,153.95799101942535
2,102.68308665340578
3,132.5747537607548
4,186.84061867731583
5,97.84036858887133
6,31.7196898479369
7,929.0412928254832
8,261.8389522323844
9,170.65284743387735
10,916.5895033132975
11,411.5470067251261
12,1255.8767927085416
13,147.31168472544516
14,1432.003082838607
15,656.8344855750513
16,196.8128913514595
17,145.81424063012335
18,249.89327043488467
19,358.72731632051205
20,201.6864447634963
21,273.9718140318539
22,96.72610835984685
23,290.84823059892454
24,303.52336046694995
25,153.86579072622638
26,298.86089961863917
27,193.774985335489
28,99.6665771983475
29,200.44488500960762
30,689.4300152339928
31,131.51074132201515
32,830.7889391700044
33,146.80636544613455
34,193.35809066103644
35,111.79513270239124
36,119.42826700852794
37,229.87798899450132
38,170.0414711911737
39,130.3249329187412
40,499.2503443548697
41,343.19959497707254
42,94.06024619285321
43,1654.2411871056122
44,189.67682240235567
45,97.65045452273216
46,149.77526880944782
47,536.7688895372288
48,53.10587407450329
49,245.7133857422637
50,181.82490299744302
51,85.6958200359173
52,180.38241500387838
53,173.37271774613427
54,158.45197536728975
55,409.60966160449453
56,237.0602553412777
57,828.0612907135594
58,229.00615296378197
59,216.04957656801471
60,200.66367590979948
61,676.462263582414
62,127.53462102986292
63,158.3509636908215
64,93.22669686714676
65,106.44410783542877
66,302.02979500880014
67,90.3936117962626
68,156.1504122200215
69,103.2414532587418
70,260.28653643048034
71,174.92255345805347
72,213.89585851744684
73,497.6348074459589
74,106.14776183951912
75,526.5440088073798
76,30.01077880763938
77,77.1611018535873
78,222.57328525664627
79,235.52231268088696
80,92.2838977343602
81,310.34941804527426
82,154.3446971506796
83,702.3933594489095
84,118.2709695469036
85,92.34211651364947
86,132.63275815932417
87,164.27125219976256
88,206.5823068897744
89,353.057426012247
90,280.7999045673498
91,481.3471311483294
92,1906.3120076164623
93,775.1434173466729
94,180.3542145553548
95,107.0003670871968
96,791.0736197238415
97,141.3294237478046
98,253.1363632617718
99,61.83631993995378
100,144.87564251546138
101,195.47011411468233
102,545.8242279261408
103,441.7508068048471
104,110.75148600276864
105,116.89240634940472
106,209.8892015876225
107,156.67000365712582
108,160.62879762609245
109,78.6473227249604
110,207.98095750770912
111,78.53135194007184
112,132.2895275293399
113,160.89963815853713
114,153.52720620751973
115,78.89696296523502
116,95.6539401488077
117,522.5135755244189
118,89.80702003748866
119,328.24019023830607
120,129.0361989850241
121,94.81742718018594
122,274.0868677672088
123,281.0170362771625
124,259.3973280886674
125,115.83881580526204
126,162.12280135882835
127,71.71886972850176
128,41.9879417926194
129,264.50142902958544
130,330.91331869244544
131,245.82736851500238
132,765.123839320337
133,75.88871494112087
134,408.3774479347198
135,80.37114248056945
136,139.86575982149503
137,355.91390365878556
138,613.8800789950893
139,462.0530237661558
140,97.04489634393069
141,701.3896683216246
142,159.87966389922676
143,176.42858578814847
144,163.67900041968437
145,141.06500699226896
146,113.40367258348927
147,328.95599125608334
148,324.2210898286435
149,411.85076962298126
150,190.67139157257964
151,369.53651804147455
152,1027.3306594750968
153,1048.795486311795
154,122.44602338895291
155,493.8915956730615
156,259.70555876252433
157,93.3971779469798
158,292.7284195567841
159,337.16805352043633
160,106.21883193968203
161,179.31074148281235
162,86.88746088458517
163,158.2794874731983
164,279.4535001488818
165,369.80602472578107
166,191.99671867445682
167,328.11508529350317
168,1332.1209360099513
169,206.84158717447335
170,829.1093248512869
171,214.57253937138285
172,231.921943165414
173,197.58889201871588
174,108.42519245818623
175,350.0122917468198
176,148.7445262240395
177,249.95254189025508
178,569.0390931333047
179,207.4503917673797
180,870.2509668377305
181,142.03454868987828
182,102.70978736597351
183,176.32076035421764
184,101.68466117509335
185,50.32613314998745
186,353.52290331612073
187,219.6225780149231
188,737.187591803853
189,205.55276498264965
190,366.1112045333594
191,363.6376453765957
192,192.8682164480908
193,997.0090027006161
194,1283.640297713201
195,355.0970211566453
196,314.55609398928806
197,993.2102948124947
198,1195.7080863526028
199,357.91655161681183
200,186.83930576559655
201,222.56742030635453
202,3475.4430475388936
203,383.3854292827288
204,141.59209746124944
205,76.89722874043852
206,167.90926467154182
207,472.1439685208782
208,249.25228212881768
209,196.7586164470785
210,132.2639662873434
211,347.0952358104008
212,166.9729897120698
213,372.1940211075441
214,103.45241774039201
215,244.62071927166062
216,458.0090586189638
217,72.12279587351631
218,246.88855609890135
219,371.25497784111116
220,802.3317658794841
221,166.05418698234402
222,153.89850063737495
223,126.3551388215792
224,945.9598296103914
225,246.91501427039285
226,275.4374141059185
227,568.2189722437417
228,522.5117396939523
229,361.38770400601464
230,373.7915150175333
231,777.9399760127944
232,7079.120294294284
233,524.6981822200322
234,204.64372236691278
235,318.47160965255443
236,352.89682359403855
237,442.3060227562992
238,323.81296530260005
239,264.1002686999636
240,243.0473902828653
241,250.25658377659826
242,509.1768330564571
243,129.12463531524983
244,596.2524677575828
245,118.1343355319474
246,3481.015658484575
247,166.0063529622602
248,224.12429467635081
249,292.215138654031
250,184.9160174959048
251,176.16440672637003
252,111.20749993287184
