,i
0,682.0587119458896
1,154.73917033244192
2,335.7188225081251
3,830.3978921034044
4,355.7488770637391
5,574.2207355395301
6,229.1494175078018
7,295.7236937392875
8,148.4972766612031
9,295.14760219512215
10,985.8882972894091
11,181.96102591294115
12,1705.7461979017064
13,867.1317061089808
14,236.91703927727943
15,140.75681626667685
16,121.13748356465014
17,1184.880809996714
18,454.8754521554699
19,206.7507657584642
20,1017.7061986434505
21,125.33223616549103
22,469.2185426602027
23,137.38476709788173
24,373.3013177610584
25,197.7395956046229
26,128.5971841330008
27,276.2869456296797
28,1060.0501937185654
29,264.6362142936994
30,286.88401022105364
31,458.5073766825727
32,378.2124253330295
33,646.4221793485707
34,403.7010878723144
35,321.1723673521076
36,178.5309243895952
37,294.56331832856756
38,1977.0694498706453
39,80.79299383137302
40,421.0531272173336
41,312.6697012154702
42,238.38408952972986
43,877.6202264331458
44,1244.957320313436
45,909.2906847946848
46,802.250020047555
47,311.1344082774657
48,343.4281739747925
49,270.1915714275061
50,28.185109608292144
51,216.98869953353292
52,256.27518558381695
53,364.172086446243
54,213.31010392386392
55,140.5001348318377
56,502.0039524662279
57,443.72323012851996
58,135.2268624142775
59,673.857644401335
60,260.7693866566393
61,407.07456167626566
62,251.61388436634513
63,284.1629132538546
64,404.83526255297085
65,1182.9050158810317
66,380.68011723345796
67,502.419493093182
68,1076.478106935121
69,720.0759053151337
70,1918.73985461096
71,122.65291385571443
72,295.89777999729046
73,130.4092123273654
74,409.77015822344885
75,815.547618794717
76,305.2237117080025
77,357.6425155509654
78,16.10424436356079
79,436.97622438401044
80,135.6489467669087
81,503.38158289233013
82,381.6765239322336
83,264.1350675169022
84,469.9981452550994
85,1155.9893703024093
86,234.07904235256635
87,217.4336240113971
88,338.2733426733987
89,104.05279905756726
90,309.3826498710194
91,436.79125975661583
92,461.915054723042
93,778.5880297544531
94,187.12113668493225
95,189.63117791490444
96,165.31488693019767
97,150.9926240756974
98,313.54647606348834
99,626.3519504246158
100,152.66281266268103
101,1030.1553531883533
102,129.11714989441185
103,602.9198691736175
104,345.8007098282395
105,51.399754273659944
106,93.40210029385814
107,181.57337589896468
108,2847.6908650024625
109,2158.3145043510817
110,157.20899819544545
111,1166.0056001476937
112,245.2347179628088
113,1800.8384101109039
114,275.19220123423804
115,172.04321767545852
116,151.93481497797507
117,163.05192912135874
118,1591.664557498311
119,123.73087141041563
120,152.45859027671892
121,535.2020958607309
122,3702.246363671408
123,1589.7056769972114
124,222.6014391694457
125,307.34959353832386
126,305.604648791207
127,431.58325775297493
128,378.75764090345683
129,276.2845188283475
130,1533.8917865967799
131,683.9232509649495
132,728.4554524808274
133,189.30598773204528
134,243.14390451921815
135,704.1242071015351
136,746.162027095626
137,144.51494567358193
138,1268.9122595095284
139,115.32470343986927
140,234.81998723461166
141,148.69436423560472
142,344.1069661649074
143,1091.4623825503293
144,380.1702002630295
145,145.01110396777162
146,223.75724869005538
147,243.41871002521168
148,381.5893683972818
149,339.4281659494947
150,612.324809083638
151,326.9212105850238
152,200.8908224274804
153,396.5860617300942
154,276.27869459212087
155,331.6005777951882
156,167.25247061908422
157,735.7863948985042
158,216.98488765489913
159,281.849115541381
160,157.58753572847837
161,1816.876052029637
162,127.60095538161761
163,413.3330122398405
164,291.73504350711704
165,309.06214939326503
166,457.4060062572754
167,70.51764069936607
168,237.02860713422848
169,2309.4131327469386
170,577.7064249398483
171,255.1073163346753
172,45587.86214949247
173,300.2216868845311
174,177.52201180554837
175,544.4805934139529
176,869.143293384993
177,171.46511080250545
178,1211.2258804538703
179,1437.2603495270166
180,148.79418235037937
181,276.03273275609007
182,346.84106164461144
183,280.7071812729995
184,2041.1378124717007
185,204.97401364586958
186,200.95259144117546
187,472.4161002494475
188,105.27402096546321
189,557.0915330755565
190,203.9306324485275
191,152.72504491378623
192,77.76940209911552
193,430.4875694819911
194,176.92891381005256
195,86.60736455180648
196,1258.0385603002826
197,364.42551682547054
198,344.91795578397085
199,191.77794416671284
200,1036.7965805842266
201,542.4613346311196
202,178.49674186503816
203,516.0096459423125
204,99.12771893868388
205,247.2948494128165
206,321.8710590751016
207,191.03550396970078
208,301.17570074778234
209,758.1755746605162
210,192.0992812986838
211,585.2357182999936
212,827.3822325228281
213,342.7344638884312
214,206.95389757678018
215,723.4740477259115
216,605.0950805569327
217,220.34872829039858
218,272.9356244476368
219,657.0549141732306
220,518.9778439013104
221,718.1544372569246
222,211.40789357763782
223,630.5261576866249
224,136.52968713506755
225,223.71204885522474
226,387.6275676737762
227,369.46965885950027
228,411.2095143572038
229,503.76286355382115
230,343.96070727237685
231,431.30812739691106
232,316.0649594139591
233,163.9587283505139
234,290.98263957336354
235,124.0965791423663
236,767.2248874905711
237,499.70047357833215
238,546.836771085351
239,115.79141050374635
240,8532.822786871537
241,1922.6572466847242
242,83.49002012168495
243,4774.4872840310345
244,392.18180451832694
245,348.59357652363195
246,444.82369206182744
247,452.91630758375436
248,176.4078211694844
249,146.1152789089296
250,164.1325034966531
251,176.3870589946952
252,528.4900904923988
253,223.88425012228015
254,2013.0556811452843
255,177.89757462402508
256,375.0451912187907
257,862.7677523131346
258,1878.9159898774003
259,202.53751462382226
260,260.80924459294835
261,186.43373007686114
262,176.12170451434022
263,221.42086859573703
264,199.29147533677474
265,412.8852415378225
266,866.2334135699525
267,73.44484995976703
268,198.39687823800136
269,663.5309097611892
270,223.07629014660944
271,98.29984649702756
272,142.97960472112348
273,419.6294405327606
274,229.38100320209247
275,164.69196356405254
276,158.42135896580413
277,447.25511039338517
278,138.90663002548905
279,267.7054481727278
280,193.1866290652051
281,623.7462947715177
282,278.5242543997429
283,166.50491054228573
284,283.6277779191112
285,287.99743815181256
286,254.56517697096356
287,195.4107168782007
288,185.93755234335305
289,188.46912643326883
290,578.2090070206756
291,181.26264054608393
292,103.94153765559045
293,159.390303382925
294,260.2677896936226
295,185.89215455988204
296,2485.1163343322996
297,167.36621682159574
298,127.039773560857
299,211.83132711436556
300,260.60131733765576
301,113.38674014981808
302,1588.5080649957094
303,187.97875909650753
304,267.11729588789655
305,710.6295508208311
306,3219.4287815880675
307,217.54901041005036
308,63.67764790073305
