,i
0,921.4344826689191
1,323.099273682235
2,454.1193385723652
3,89.13415303995389
4,322.8116290243926
5,148.18638456492286
6,802.5544950553423
7,88.32206767025079
8,61.211293458056105
9,76.97345607285466
10,282.13445686221525
11,250.87150672732133
12,639.1355886026769
13,230.16367718770763
14,383.2298809970313
15,137.45501742415794
16,1120.184592803488
17,140.02875833311663
18,774.3975538453935
19,361.46326044676726
20,103.10135119817156
21,62.15444340520653
22,72.96375753138011
23,148.74139060405562
24,100.85208686503114
25,744.7306891386971
26,359.4142480507738
27,297.3046099581103
28,200.9850719105493
29,2412.8572560511498
30,149.30817990580738
31,2638.1184712927384
32,78.7903124212561
33,241.526182238628
34,11.963279062062155
35,547.9753599011831
36,463.5294316529798
37,199.75168970840232
38,108.28927919648221
39,115.689951098343
40,235.63529347215808
41,237.65736474028793
42,1015.6147921468979
43,155.86757603059652
44,268.0423855224236
45,432.81249283370374
46,190.26418225115106
47,103.51640939725092
48,295.2720673601847
49,1264.0153953813951
50,322.67612204429605
51,568.2499175661738
52,348.83494006657145
53,664.3812105277048
54,109.79258534485935
55,157.37091962859134
56,166.55552154103287
57,968.061747169208
58,208.33932557569852
59,175.1033346395462
60,121.90472863440701
61,441.22729145504877
62,112.52237891632035
63,507.98498348048963
64,401.7237461837922
65,125.4732275866931
66,148.85640657071534
67,295.51388713973415
68,145.41594962140167
69,526.0826374343231
70,139.59721472155312
71,35.35719693037921
72,115.00848223713363
73,156.01304107411104
74,80.00572718732143
75,267.0084511948604
76,196.07954714158666
77,28.988567803730252
78,84.72731047879788
79,201.427610941458
80,266.3843902902881
81,371.4774432614425
82,130.28693340510165
83,737.9883622267843
84,1247.2668055903748
85,813.4085433285411
86,98.47389579233906
87,155.30343963253034
88,124.79133519654314
89,397.8162404948457
90,149.8536976540532
91,312.5379024770396
92,518.3054412032259
93,822.0116524257405
94,113.56435761583101
95,381.2027720446907
96,214.16356554168422
97,142.91180301444402
98,108.02384625049294
99,310.09763733971596
100,149.94006949928266
101,121.79491708981674
102,305.0628951174105
