,i
0,260.7689285548513
1,3024.9122611296916
2,1399.4194967283916
3,156.33925475136598
4,98.49361889438322
5,66.39191836542837
6,203.26358639685407
7,89.34877575740661
8,131.45230390638525
9,174.03856390483196
10,275.00034277316195
11,153.5644301903894
12,179.80123783589286
13,147.7522807153129
14,228.37259964823286
15,231.98143483470685
16,82.50352747145803
17,212.48990437354476
18,145.39628076278834
19,62.37725934628759
20,261.12419891813266
21,128.06356320544347
22,138.29208230188783
23,1125.3819376980043
24,170.9420912775709
25,160.36770959419457
26,189.37583823203326
27,202.50478326980544
28,1101.0104121521197
29,221.88891335575295
30,95.51524105682427
31,166.48940851630368
32,506.3278395120484
33,133.35117289388614
34,121.48784267140773
35,117.79075060096207
36,500.2590920296006
37,135.51199403290596
38,165.43981217947243
39,302.4471234335495
40,114.26035052650823
41,389.07252352383784
42,338.61521247946257
43,84.49350321899792
44,136.65086321307984
45,348.39583200405076
46,106.4659883677308
47,254.36088719276344
48,321.9015943652323
49,202.1770501729522
50,309.18487812242176
51,101.02710553103381
52,1599.9963862385846
53,255.67396505512716
54,523.5628887723205
55,482.382409727567
56,70.25241668933805
57,136.5863025755218
58,89.19508538686843
59,190.04905123662516
60,210.7352694499325
61,108.04472286377552
62,154.02940983386506
63,384.313294314138
64,160.94571796170305
65,86.23389292343396
66,459.43703060438986
67,106.22853548556805
68,80.3263975079941
69,370.2207340726666
70,66.81993519390808
71,1278.0869721688591
72,222.02889554105872
73,257.8793207560507
74,374.1587637183448
75,218.56260077664493
76,352.7555043236594
77,178.04358066622655
78,208.60007817403508
79,164.02470088146583
80,175.83450743491068
81,174.0165520680268
82,160.33108975345962
83,159.30240567875023
84,489.207889627614
85,200.52166364647988
86,1052.9251642478448
87,491.88623372843466
88,115.15019895650829
89,119.19142412122788
90,98.86025167041464
91,81.16984713548028
92,229.61604991434072
93,88.67607064926156
94,447.79049760421674
95,129.75313884059642
96,251.80889001573863
97,174.9391480252542
98,1636.0281997297682
99,188.42178651885453
100,24.364502703905202
101,128.68057228657045
102,209.86376149855317
103,183.385207936334
104,125.19294267771267
105,143.71719813491515
106,116.1171276966663
107,163.189764365586
108,117.53113693298602
109,252.4484701605697
110,94.84991368056261
111,297.8263074027336
112,1050.4347072912726
